sentence,mdd,t_depth,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords
"אורן חשב: ""איילת נולדה במזל בתולה.",4.62,10,0,5,6,26,4.333,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,4,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
זה אומר שהיא בוחרת את החברים שלה.,4.88,8,0,6,7,26,3.714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,2,0,2,4,0,0,0,0,2
"אם היא הסכימה לצאת איתי לפגישה, אולי היא חושבת שאני מתאים להיות חבר שלה?""",10.26,19,0,13,14,57,4.071,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,4,4,0,4,0,0,0,2,2,0,0,4,6,4,0,0,0,6
"אולי, אבל אורן לא היה מרוצה ממה שקרא.",6.38,8,0,7,8,28,3.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,4,2,0,2,2,0,0,0,0,0,3
אורן סגר את הספר במהירות ובלי לחשוב פעמיים החליט שהוא לא רוצה להיות חבר של איילת.,10.65,20,0,15,16,65,4.062,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,4,6,2,0,2,0,0,4,0,2,0,2,2,2,0,0,0,4
הוא מאמין למה שקרא בספר הָאַסְטְרוֹלוֹגְיָה ומה שכתוב לא מוצא חן בְּעֵינָיו.,9.29,16,0,11,23,52,2.261,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,2,2,6,0,2,0,2,0,0,4,4,2,0,0,0,0,3
"לכן, הוא לא רוצה לצאת עם איילת למרות שהיא כן מצאה חן בְּעֵינָיו.",7.38,12,0,12,16,46,2.875,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,2,2,0,0,4,2,0,0,2,4,4,0,0,0,5
מה שכתוב בספר זה מה שקובע.,4.88,8,0,5,6,20,3.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,4,4,2,0,0,0,0,3
"אורן קם לטלפון, הוא רוצה לדבר עם איילת ולגמור את הסיפור ביניהם.",7.93,15,0,11,12,50,4.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,4,2,2,4,0,0,0,0,2,0,0,2,4,0,0,0,3
"איילת ענתה לטלפון, ואורן שאל ""איילת?"".",5.0,8,0,5,6,28,4.667,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"איילת זיהתה את הקול של אורן ואמרה ""כן"".",4.88,8,0,7,8,29,3.625,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,2,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2
"אורן אמר ""רציתי להגיד לךְ משהו"".",3.5,5,0,5,6,23,3.833,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0
"איילת שאלה בּרוֹגַע (בשקט): ""מה?"".",4.0,8,0,4,8,20,2.5,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,4,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"אורן התחיל להסביר: ""אתמול, כשנפגשנו במסיבה, חשבתי שאנחנו מתאימים, אבל היום, כשקראתי על מזל בתולה הבנתי שאנחנו לא מתאימים.""",11.86,25,0,18,19,96,5.053,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,6,12,2,2,2,0,2,0,2,12,6,2,0,0,4,4,2,0,0,0,3
איילת שתקה.,2.0,2,0,1,2,9,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"אורן המשיך: ""לפי מה שכתוב בספר הָאַסְטְרוֹלוֹגְיָה, זה ממש לא ילך"".",8.85,15,0,10,19,44,2.316,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,4,0,2,0,4,0,4,0,0,2,2,2,2,0,0,0,3
"איילת ענתה ""בסדר"".",3.0,5,0,2,3,13,4.333,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הפתיע את אורן שאיילת מסכימה כל כך מהר.,3.71,8,0,7,8,30,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,2,0,4,0,2,0,0,0,0,2,0,0,3
"הוא שאל שוב ""בסדר?"".",3.2,6,0,3,4,13,3.25,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
"""כן, בסדר"", איילת חזרה על מה שאמרה.",5.25,8,0,6,7,24,3.429,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,4,0,2,0,0,2,2,0,2,0,0,0,2
"""ואת לא כועסת עלי או משהו?""",5.43,7,0,5,6,19,3.167,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,3
הוסיף אורן.,1.0,1,0,1,2,9,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""לא"", היא ענתה בצורה נעימה, ""זכותךָ להאמין במה שאתה רוצה"".",5.82,13,0,9,10,41,4.1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,2,4,0,0,2,0,0,0,2,0,0,2,2,4,0,0,0,0,1
איילת ניתקה את הטלפון.,3.0,5,0,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1
"אחרי השיחה, אורן המשיך לשבת ושאל את עצמו, האם הוא התנהג 
בחכמה?",7.79,16,0,11,12,48,4.0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,4,2,0,2,0,0,0,0,2,2,0,4,2,0,0,0,3
האם הוא צריך להאמין למה שכתוב בספר?,5.33,11,0,6,7,28,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,0,2,0,0,0,0,0,0,4,2,2,0,0,0,2,2
"אולי הוא הפסיד 
אהבה אמתית?",3.25,4,0,4,5,21,4.2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
אולי כדאי לו לצלצל לאיילת ולבקש סליחה?,4.5,8,0,6,7,31,4.429,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2
אולי ללכת אליה הביתה ולבקש סליחה?,4.0,7,0,5,6,27,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1
פתאום הטלפון צלצל.,2.67,4,0,2,3,15,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
איילת התקשרה.,2.0,2,0,1,2,11,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"אורן התפלא ואמר:  ""אייך את יודעת את מספר הטלפון שלי?""",3.55,7,0,9,10,39,3.9,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,2,2,2,0,2,0,0,0,2,2,0,2,0,0,0,0,2
"איילת ענתה שהיא ביקשה את מספר הטלפון מהשכנה שלה יעל, שלומדת עם אורן בכיתה.",9.44,17,0,13,14,59,4.214,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,6,0,0,4,2,0,0,0,2,0,2,2,2,0,0,0,3
זה הפתיע את אורן.,2.33,3,0,3,4,13,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2
לא היה כתוב בספר הָאַסְטְרוֹלוֹגְיָה שבנות מזל בתולה חכמות כאלה!,7.31,15,0,9,18,46,2.556,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,2,0,4,0,2,0,0,0,2,2,0,0,0,0,2
"איילת המשיכה: ""רציתי לספר לךָ שסתם עבדתי עלייךָ כשאמרתי לךָ שנולדתי במזל בתולה.",10.4,21,0,12,13,61,4.692,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,0,4,4,0,0,0,2,6,2,0,0,0,4,0,6,0,0,0,0
"רציתי רק שהשיחה תזרום...""
אורן נדהם והרגיש סחרחורת כי הדברים של איילת הפתיעו אותו.",8.69,16,0,13,14,64,4.571,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,0,0,4,2,0,4,0,0,2,2,2,0,2,0,0,0,0,0,3
"עכשיו אורן חשב שאם איילת היא לא בת מזל בתולה , כל מה שקרא בספר בכלל לא מתאים ולא חשוב.",6.14,11,0,19,19,65,3.421,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,2,2,4,2,0,10,2,0,2,4,0,0,2,0,2,5
מה זה אומר לגבי שניהם?,3.25,4,0,4,5,17,3.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,2,0,0,0,2
לגבי הפגישה שנקבעה להערב?,3.67,6,0,3,4,21,5.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0
אולי יוכלו להיפגש ולהיות חברים?,3.2,4,0,4,5,26,5.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2
"אבל איילת המשיכה לדבר: ""אל תשאל אותי מה המזל האמתי שלי, מפני שזה לא משנה.",9.72,21,0,14,15,55,3.667,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,6,0,2,0,2,0,4,2,2,2,2,2,2,0,0,0,4
"שמחתי לפגוש אותךָ, ואולי עוד נפגש במסיבות של הַחֶבְרֶ'ה, אבל לא נראה לי שאני אסתדר עם מישהו שחושב עלי דברים בלי שהוא הכיר אותי מספיק, רק בגלל משהו שהוא קרא בספר על מזלות..."".",20.48,40,0,32,37,128,3.459,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,16,12,0,4,4,2,2,0,2,0,10,2,4,0,8,6,10,0,0,0,11
"זה מה שקרה למיכל בקיץ שעבר, לפני שנה:
זה היה ממש בתחילת החופש הגדול.",9.17,19,0,13,14,52,3.714,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6,4,0,0,0,2,0,2,0,0,2,6,2,2,0,0,0,5
ירון הגיע מהמושב לעיר.,4.0,8,0,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הוא גר כל החופש הגדול בבית של הדודים שלו בעיר.,7.47,14,0,9,10,36,3.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4
מיכל הכירה את ירון.,2.33,3,0,3,4,15,3.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1
ירון היה חתיך (יפה): גבוה ושָזוּף (העור שלו קיבל צבע כהה מהשמש).,7.93,17,0,11,14,45,3.214,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"מיכל קראה לו ""ירון שלי"".",3.33,6,0,4,5,17,3.4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ירון החזיק כל הזמן את הגיטרה שלו.,4.75,8,0,6,7,26,3.714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2
הוא מאוד אהב לנגן בגיטרה.,4.17,7,0,4,5,20,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
ירון ומיכל נפגשו ודיברו.,3.8,5,0,3,4,20,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ירון אמר: ""מי שתרצה להיות החברה שלי, 
תצטרך לאהוב את הגיטרה שלי, כי אני תמיד מנגן בגיטרה"".",11.5,22,0,16,17,67,3.941,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,8,0,4,6,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,4
מיכל התאהבה בירון והסכימה לשמוע אותו מנגן הרבה בגיטרה.,7.93,17,0,8,9,45,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,6,2,0,4,2,0,0,0,2,0,0,0,0,0,0,0,1
ירון היה האהבה הראשונה של מיכל.,3.88,7,0,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
"ירון זימזם שיר: ""כי הגיטרה, הגיטרה..."" .",4.71,8,0,6,6,26,4.333,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
"מיכל עצמה את העיניים וחשבה: 
""הלוואי שירון יאהב אותי כמו שהוא אוהב את הגיטרה.""",9.67,18,0,13,14,60,4.286,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,0,6,2,2,0,0,0,0,0,6,0,4,2,2,0,0,0,5
ירון המשיך לנגן ולשיר.,3.0,4,0,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
וכך עברו עוד הרבה לילות של קיץ.,4.86,7,0,6,7,24,3.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1
מיכל וירון ביחד.,2.0,2,0,2,3,13,4.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
במשך היום ירון עבד בַּמַכּוֹלֶת (סופרמרקט קטן) של הדודים שלו.,6.5,12,0,9,15,43,2.867,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1
ירון נסע על אופניים והביא משלוחים של דברי אוכל לאנשים.,6.27,13,0,9,10,44,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2
"כל פעם שהוא עבר עם האופניים ליד הבית של מיכל, 
הוא היה שורק לה.",9.12,16,0,13,14,47,3.357,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,4,0,2,0,0,0,0,0,0,0,2,4,6,2,0,0,5
"מיכל היתה שומעת, יוצאת למרפסת ושולחת לו נשיקה באוויר.",7.15,15,0,8,9,43,4.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2
ירון עבד כל יום משמונה בבוקר עד חמש.,4.33,9,0,7,8,28,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2
"במשך יום העבודה הוא עבר הרבה פעמים ליד הבית של מיכל, 
שרק לה, והם החליפו נשיקות באוויר.",11.29,20,0,16,17,67,3.941,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,6,2,0,0,2,0,2,0,0,0,2,4,6,2,0,0,2
"ירון הגיע לחופשה בעיר לחופש הגדול, רק לשני חודשים (8 שבועות).",7.69,17,0,10,11,47,4.273,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,8,8,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
"עוד מעט החופש הגדול ייגמר, וירון יחזור למושב.",7.0,13,0,7,8,36,4.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,6,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1
"מיכל וירון ניסו להיפגש אחד עם השני הרבה פעמים
לפני שירון יחזור למושב.",8.5,18,0,12,13,56,4.308,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,2,6,2,0,6,0,0,0,0,0,0,2,0,2,0,0,0,2
"ירון ומיכל נפגשו בחצר, הם עשו ביחד קוּמְזִיץ (מדורה) על שפת הים, 
שטו בּאַבּוּבִים (גלגלי ים) על נהר הירדן.",10.64,22,0,18,27,73,2.704,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,6,0,0,8,6,0,2,0,0,0,0,2,4,0,0,0,3
היה להם כיף ביחד.,3.86,8,0,3,4,13,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
אבל מיכל כל הזמן חשבה שעוד מעט ירון יחזור למושב.,7.5,14,0,9,10,38,3.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,4,0,0,0,0,0,4,2,0,0,2,0,0,2,0,0,3
היא הייתה עצובה ומודאגת.,4.0,4,0,3,4,20,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"מיכל חשבה: ""מה יהיה בסוף הקיץ?",4.14,8,0,5,6,22,3.667,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1
"ירון חוזר למושב, אני אשאר כאן לבד עם לב שבור (עצובה)?",5.73,11,0,10,11,39,3.545,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,2,0,2,2,0,0,4,0,0,0,0,2,2,0,0,0,3
ואולי זה לא יהיה הסוף של הַחֲבֵרוּת?,6.12,10,0,6,11,25,2.273,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4
אולי נוכל לשמור על קשר?,2.75,4,0,4,5,18,3.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2
נוכל לדבר בטלפון או לשלוח מייל.,4.29,7,0,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
"אני אוכל לנסוע לבקר את ירון 
במושב, הוא יוכל לבוא לבקר אותי בעיר.""",8.13,17,0,12,13,50,3.846,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,0,4,2,0,0,2,0,0,0,0,4,0,0,2,0,0,0,4,5
מיכל מאוד אהבה את ירון.,2.75,4,0,4,5,18,3.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1
מיכל לא רצתה שהקשר ביניהם יגמר.,5.12,9,0,5,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1
מיכל חשבה שגם אחרי החופש הגדול הם יישארו חברים.,6.2,11,0,8,9,38,4.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,4,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,2
"מיכל רצתה שהחופש הגדול לא ייגמר, אבל זה בלתי אפשרי.",7.09,13,0,9,10,40,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,3
הזמן עובר וירון יחזור למושב.,5.12,9,0,4,5,23,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"מיכל חשבה שהיא צריכה לדבר עם ירון,
היא צריכה לחשוב איתו ביחד איך לשמור על הקשר ביניהם.",8.39,19,0,16,17,68,4.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2,2,0,0,2,0,0,2,0,0,2,2,2,8,0,0,2,5
"מיכל וירון ישבו בחצר, על הדשא.",4.62,9,0,5,6,23,3.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1
"מיכל אמרה לירון: 
""עוד מעט החופש הגדול ייגמר ואתה תחזור למושב.",8.4,17,0,10,11,48,4.364,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,2,4,6,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1
"בוא נחשוב איך לשמור על הקשר בינינו בעתיד"".",5.8,12,0,7,8,33,4.125,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,2,4,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2
"ירון היה מופתע (לא חיכה למה שמיכל אמרה) ושאל:
""מה זאת אומרת?""",7.5,14,0,11,12,44,3.667,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,4,2,0,0,2,0,0,2,4,2,0,0,0,0,3
"מיכל הסבירה: ""אתה ואני צריכים לחשוב מתי ואיך אתה תבוא אלי, 
מתי ואיך אני אבוא אליך, ומתי ואיך...""
ירון הפסיק את מיכל ושאל :
""למה?",16.0,30,0,24,24,93,3.875,0,14,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,2,2,4,12,0,2,0,0,10,0,2,2,0,8,4,0,0,2,5
"למה צריך לעשות תוכניות לעתיד?""",4.29,8,0,4,5,24,4.8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1
"מיכל אמרה: ""צריך לתכנן את המשך הקשר שלנו"".",5.0,9,0,7,8,31,3.875,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,0,0,2,2,0,0,0,2,0,2,0,2,0,0,2,1
"ירון ענה: ""לא, לא צריך לתכנן"".",4.4,5,0,5,6,20,3.333,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,1
"מיכל התיישרה ושאלה: ""אז מתי נפגש?""",4.0,6,0,5,6,25,4.167,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,2,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1
"ירון ענה: ""מתי שייצא"".",2.5,4,0,3,4,15,3.75,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0
"מיכל אמרה: ""ואם זה לא ייצא?""",4.33,7,0,5,6,19,3.167,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2
"ירון ליטף את הגיטרה שלו וענה:
""אז לא, בחייךְ, מה את עושה מזה כזה עניין?""",10.68,21,0,14,15,51,3.4,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,6,6,2,2,2,0,0,2,0,4,2,0,4,0,0,0,0,5
"מיכל הרגישה שהיא רוצה לבכות:
""אני לא עושה שום עניין, אבל אני לא מבינה... 
אני פשוט לא מבינה איך אתה לוקח את זה כל בקלות... 
כאילו שבכלל לא אכפת לך אם כן או לא נמשיך להיות חברים.",21.19,42,0,36,37,129,3.486,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,4,4,2,0,8,0,0,0,18,8,2,2,4,10,2,4,0,0,17
"לא תרצה להיות בקשר איתי אחרי החופש הגדול?""",5.64,13,0,7,8,33,4.125,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,4,6,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,4
"ירון אמר: ""היה קיץ, היה יופי וזהו, הקיץ נגמר"".",4.88,9,0,8,9,32,3.556,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
מיכל הִתְאַכְזְבָה שלירון לא אכפת אם הם יפסיקו להיות חברים.,6.18,12,0,9,16,43,2.688,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,2,0,0,2,0,0,4,2,0,0,2,2,0,0,0,0,4
"היא אמרה: 
""אבל היה לנו רוֹמָן (סיפור אהבה) כל כך יפה, למה לא להמשיך?""",7.46,15,0,13,16,47,2.938,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,0,0,0,4,0,4,2,0,2,0,2,2,2,0,0,7
"ירון הושיט יד כדי לגעת במיכל ואמר:
""מיכלי, אל תגזימי, כן נפגש או לא נפגש, זה לא חשוב"".",11.32,22,0,17,18,62,3.444,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,4,4,2,0,4,0,0,6,2,0,0,0,2,2,0,0,4,6
"מיכל כעסה: ""אל תיגע בי ואל תקרא לי מיכלי"".",6.0,10,0,8,9,30,3.333,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,2,0,2,0,2,0,0,4,0,0,0,0,0,4,0,0,0,1
